City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
257,Humberto De Campos,BR,-2.5983,-43.4611,74.88,92,100,3.11,overcast clouds
258,Saint-Augustin,CA,51.226,-58.6502,51.49,58,100,16.8,overcast clouds
259,Krasnoselkup,RU,65.7,82.4667,45.66,50,6,5.79,clear sky
260,Nanortalik,GL,60.1432,-45.2371,46.06,48,88,4.54,overcast clouds
261,Margate,GB,51.3813,1.3862,60.12,77,49,10.0,scattered clouds
262,Torbay,CA,47.6666,-52.7314,51.28,76,100,15.7,overcast clouds
263,Manta,EC,-0.95,-80.7333,74.03,82,100,6.2,overcast clouds
264,Atraulia,IN,26.3333,82.95,99.54,7,65,1.81,broken clouds
265,Hudson Bay,CA,52.85,-102.3842,52.18,51,0,4.07,clear sky
266,Wankaner,IN,22.6167,70.9333,87.55,47,40,18.41,scattered clouds
267,Port-Gentil,GA,-0.7193,8.7815,76.96,83,96,12.64,overcast clouds
268,Camalu,MX,30.85,-116.0667,63.57,78,35,7.92,scattered clouds
269,Magalia,US,39.8121,-121.5783,60.15,77,100,1.99,overcast clouds
270,Nombre De Dios,MX,23.85,-104.2333,69.35,48,35,2.86,scattered clouds
271,Ekhabi,RU,53.5102,142.9671,40.75,86,40,8.05,scattered clouds
272,Malavalli,IN,12.3833,77.0833,82.26,72,47,1.61,scattered clouds
273,Hun,LY,29.1268,15.9477,94.53,15,0,12.66,clear sky
274,Pacific Grove,US,36.6177,-121.9166,58.39,91,75,3.44,haze
275,Zonguldak,TR,41.25,31.8333,69.31,68,19,5.53,few clouds
276,Mafeteng,LS,-29.823,27.2374,51.76,40,37,5.12,scattered clouds
277,Bathurst,AU,-33.4166,149.5806,46.96,88,52,1.99,broken clouds
278,Avera,US,33.194,-82.5271,78.55,57,57,11.16,broken clouds
279,Djambala,CG,-2.5447,14.7533,78.39,63,100,3.83,overcast clouds
280,Kamaishi,JP,39.2667,141.8833,50.61,91,63,4.7,broken clouds
281,Sharjah,AE,25.3573,55.4033,86.04,58,0,2.73,clear sky
282,Karratha,AU,-20.7377,116.8463,71.11,52,4,5.86,clear sky
283,Black River,JM,18.0264,-77.8487,85.26,66,100,20.36,overcast clouds
284,The Valley,AI,18.217,-63.0578,84.09,80,100,14.81,overcast clouds
285,Thompson,CA,55.7435,-97.8558,41.16,81,100,6.91,overcast clouds
286,Kimbe,PG,-5.5502,150.1429,75.33,93,41,3.27,light rain
287,Duku,NG,11.2361,4.9073,102.22,22,58,3.31,broken clouds
288,Moba,CN,33.2288,105.0179,59.54,62,81,5.1,broken clouds
289,Hailar,CN,49.2,119.7,56.19,71,100,14.65,light rain
290,Grindavik,IS,63.8424,-22.4338,48.67,71,20,10.36,few clouds
291,Buala,SB,-8.145,159.5921,80.91,81,100,7.34,light rain
292,Kuusamo,FI,65.9667,29.1833,57.24,77,75,4.61,broken clouds
293,Hithadhoo,MV,-0.6,73.0833,84.49,69,37,8.93,scattered clouds
294,San Patricio,US,28.017,-97.5169,86.92,66,11,4.97,few clouds
295,Olafsvik,IS,64.8945,-23.7142,43.65,68,2,9.35,clear sky
296,Cervo,ES,43.6702,-7.4101,61.84,87,86,4.92,overcast clouds
297,Fairview,US,40.8126,-73.999,81.23,40,16,1.01,few clouds
298,Saint-Georges,GD,12.0564,-61.7485,87.48,66,20,25.32,few clouds
299,Sovetsk,RU,55.0839,21.8785,61.95,61,0,10.02,clear sky
300,Sal Rei,CV,16.1833,-22.9167,80.8,65,20,18.41,few clouds
301,Tautira,PF,-17.7333,-149.15,78.28,78,27,14.2,light rain
302,Katobu,ID,-4.9408,122.5276,74.61,92,46,2.71,scattered clouds
