City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
317,Swidnica,PL,50.8438,16.4886,72.1,81,100,6.24,overcast clouds
318,Qaqortoq,GL,60.7167,-46.0333,53.13,32,0,4.81,clear sky
319,Lazaro Cardenas,MX,17.9583,-102.2,79.57,71,6,1.88,clear sky
320,Tsabong,BW,-26.0217,22.401,69.19,24,0,3.04,clear sky
321,Puerto Suarez,BO,-18.95,-57.8,79.56,48,88,5.14,overcast clouds
322,Coihaique,CL,-45.5752,-72.0662,38.01,81,75,4.61,broken clouds
323,Vila Velha,BR,-20.3297,-40.2925,73.35,86,75,13.8,broken clouds
324,Yulara,AU,-25.2406,130.9889,55.56,44,5,2.53,clear sky
325,Bani,DO,18.2833,-70.3333,85.44,60,75,7.34,broken clouds
326,Dunedin,NZ,-45.8742,170.5036,46.8,70,66,8.01,broken clouds
327,Saint George,US,37.1041,-113.5841,72.19,22,0,3.44,clear sky
328,Gweta,BW,-20.1833,25.2333,72.54,29,0,10.42,clear sky
329,Maniitsoq,GL,65.4167,-52.9,46.8,60,15,3.62,few clouds
330,Horta,PT,38.5333,-28.6333,65.84,94,75,16.11,broken clouds
331,Antofagasta,CL,-23.65,-70.4,66.22,58,88,3.87,overcast clouds
332,Port-Cartier,CA,50.0334,-66.8654,55.74,69,98,7.99,overcast clouds
333,Santander,ES,43.4647,-3.8044,66.6,84,75,4.0,broken clouds
334,Ponca City,US,36.707,-97.0856,68.9,81,100,7.94,overcast clouds
335,Neuquen,AR,-38.9516,-68.0591,40.89,81,100,4.61,light intensity drizzle
336,Rampura,IN,30.25,75.2333,104.56,6,0,4.16,clear sky
337,Birao,CF,10.2849,22.7882,93.51,35,72,3.18,broken clouds
338,Bathsheba,BB,13.2167,-59.5167,88.41,66,75,24.16,broken clouds
339,Mitsamiouli,KM,-11.3847,43.2844,79.83,73,91,10.02,overcast clouds
340,Muroto,JP,33.2833,134.15,70.18,66,95,0.98,overcast clouds
341,Burnie,AU,-41.0667,145.9167,49.71,89,100,7.7,light rain
342,Maraba,BR,-5.3686,-49.1178,86.18,74,75,4.61,broken clouds
343,Iracoubo,GF,5.4802,-53.2011,82.35,76,31,10.0,scattered clouds
344,Teseney,ER,15.11,36.6575,101.55,16,10,10.96,clear sky
345,Salalah,OM,17.0151,54.0924,85.28,71,76,6.89,broken clouds
346,Cururupu,BR,-1.8283,-44.8683,77.94,92,99,3.91,light rain
